Location,Selector,Degree,HouseholdAverageSize,HouseholdMedianSize,ZoomLevel,TopLeftDegree,BottomRightDegree,ID,Parent
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(641),46.768 24.687 Degrees,3.7,3,8,46.767 24.689 Degrees,46.770 24.686 Degrees,Al-Riyadh-639-8,Al-Riyadh-1363-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(640),46.797 24.694 Degrees,4.2,4,8,46.795 24.695 Degrees,46.799 24.692 Degrees,Al-Riyadh-638-8,Al-Riyadh-1350-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(639),46.786 24.690 Degrees,3.3,2,8,46.785 24.692 Degrees,46.788 24.689 Degrees,Al-Riyadh-637-8,Al-Riyadh-1337-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(638),46.783 24.710 Degrees,3.6,2,8,46.781 24.712 Degrees,46.785 24.708 Degrees,Al-Riyadh-636-8,Al-Riyadh-1336-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(637),46.768 24.717 Degrees,2.8,2,8,46.767 24.718 Degrees,46.770 24.715 Degrees,Al-Riyadh-635-8,Al-Riyadh-1335-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(636),46.761 24.710 Degrees,4.1,3,8,46.759 24.712 Degrees,46.763 24.708 Degrees,Al-Riyadh-634-8,Al-Riyadh-1334-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(635),46.779 24.697 Degrees,3.1,2,8,46.777 24.699 Degrees,46.781 24.695 Degrees,Al-Riyadh-633-8,Al-Riyadh-1331-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(633),46.765 24.694 Degrees,2.9,2,8,46.763 24.695 Degrees,46.767 24.692 Degrees,Al-Riyadh-631-8,Al-Riyadh-1327-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(623),46.711 24.681 Degrees,2.7,2,8,46.709 24.682 Degrees,46.713 24.679 Degrees,Al-Riyadh-621-8,Al-Riyadh-2305-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(632),46.776 24.690 Degrees,3.2,2,8,46.774 24.692 Degrees,46.777 24.689 Degrees,Al-Riyadh-630-8,Al-Riyadh-1326-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(631),46.797 24.700 Degrees,3.4,2,8,46.795 24.702 Degrees,46.799 24.699 Degrees,Al-Riyadh-629-8,Al-Riyadh-1321-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(630),46.697 24.677 Degrees,2.8,2,8,46.695 24.679 Degrees,46.698 24.676 Degrees,Al-Riyadh-628-8,Al-Riyadh-2347-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(629),46.689 24.671 Degrees,2.1,2,8,46.688 24.672 Degrees,46.691 24.669 Degrees,Al-Riyadh-627-8,Al-Riyadh-2343-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(628),46.679 24.684 Degrees,3.3,2,8,46.677 24.685 Degrees,46.680 24.682 Degrees,Al-Riyadh-626-8,Al-Riyadh-2323-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(627),46.711 24.674 Degrees,3.0,2,8,46.709 24.676 Degrees,46.713 24.672 Degrees,Al-Riyadh-625-8,Al-Riyadh-2317-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(626),46.707 24.668 Degrees,2.9,2,8,46.706 24.669 Degrees,46.709 24.666 Degrees,Al-Riyadh-624-8,Al-Riyadh-2315-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(625),46.693 24.674 Degrees,2.6,2,8,46.691 24.676 Degrees,46.695 24.672 Degrees,Al-Riyadh-623-8,Al-Riyadh-2312-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(624),46.707 24.674 Degrees,3.2,2,8,46.706 24.676 Degrees,46.709 24.672 Degrees,Al-Riyadh-622-8,Al-Riyadh-2309-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(598),46.675 24.671 Degrees,1.6,1,8,46.673 24.672 Degrees,46.677 24.669 Degrees,Al-Riyadh-596-8,Al-Riyadh-2219-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(597),46.700 24.677 Degrees,3.7,3,8,46.698 24.679 Degrees,46.702 24.676 Degrees,Al-Riyadh-595-8,Al-Riyadh-2215-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(596),46.682 24.671 Degrees,2.4,2,8,46.680 24.672 Degrees,46.684 24.669 Degrees,Al-Riyadh-594-8,Al-Riyadh-2214-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(561),46.675 24.664 Degrees,3.4,2,8,46.673 24.666 Degrees,46.677 24.663 Degrees,Al-Riyadh-559-8,Al-Riyadh-2024-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(570),46.686 24.681 Degrees,2.4,2,8,46.684 24.682 Degrees,46.688 24.679 Degrees,Al-Riyadh-568-8,Al-Riyadh-2051-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(569),46.675 24.681 Degrees,2.6,2,8,46.673 24.682 Degrees,46.677 24.679 Degrees,Al-Riyadh-567-8,Al-Riyadh-2047-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(568),46.686 24.677 Degrees,3.2,2,8,46.684 24.679 Degrees,46.688 24.676 Degrees,Al-Riyadh-566-8,Al-Riyadh-2045-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(567),46.697 24.674 Degrees,2.9,2,8,46.695 24.676 Degrees,46.698 24.672 Degrees,Al-Riyadh-565-8,Al-Riyadh-2043-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(566),46.686 24.668 Degrees,3.2,2,8,46.684 24.669 Degrees,46.688 24.666 Degrees,Al-Riyadh-564-8,Al-Riyadh-2042-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(565),46.675 24.684 Degrees,2.3,2,8,46.673 24.685 Degrees,46.677 24.682 Degrees,Al-Riyadh-563-8,Al-Riyadh-2039-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(564),46.689 24.677 Degrees,1.8,2,8,46.688 24.679 Degrees,46.691 24.676 Degrees,Al-Riyadh-562-8,Al-Riyadh-2037-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(563),46.682 24.677 Degrees,3.3,2,8,46.680 24.679 Degrees,46.684 24.676 Degrees,Al-Riyadh-561-8,Al-Riyadh-2034-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(562),46.693 24.677 Degrees,2.6,2,8,46.691 24.679 Degrees,46.695 24.676 Degrees,Al-Riyadh-560-8,Al-Riyadh-2033-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(560),46.711 24.677 Degrees,3.1,2,8,46.709 24.679 Degrees,46.713 24.676 Degrees,Al-Riyadh-558-8,Al-Riyadh-2016-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(572),46.704 24.681 Degrees,3.8,3,8,46.702 24.682 Degrees,46.706 24.679 Degrees,Al-Riyadh-570-8,Al-Riyadh-2069-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(559),46.689 24.668 Degrees,1.8,2,8,46.688 24.669 Degrees,46.691 24.666 Degrees,Al-Riyadh-557-8,Al-Riyadh-2010-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(558),46.707 24.684 Degrees,2.4,2,8,46.706 24.685 Degrees,46.709 24.682 Degrees,Al-Riyadh-556-8,Al-Riyadh-2007-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(557),46.715 24.681 Degrees,3.3,2,8,46.713 24.682 Degrees,46.716 24.679 Degrees,Al-Riyadh-555-8,Al-Riyadh-2005-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(556),46.682 24.681 Degrees,3.1,2,8,46.680 24.682 Degrees,46.684 24.679 Degrees,Al-Riyadh-554-8,Al-Riyadh-1998-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(555),46.679 24.677 Degrees,2.6,2,8,46.677 24.679 Degrees,46.680 24.676 Degrees,Al-Riyadh-553-8,Al-Riyadh-1996-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(554),46.686 24.674 Degrees,2.6,2,8,46.684 24.676 Degrees,46.688 24.672 Degrees,Al-Riyadh-552-8,Al-Riyadh-1994-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(553),46.668 24.674 Degrees,2.8,2,8,46.666 24.676 Degrees,46.670 24.672 Degrees,Al-Riyadh-551-8,Al-Riyadh-871-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(552),46.653 24.671 Degrees,2.1,2,8,46.652 24.672 Degrees,46.655 24.669 Degrees,Al-Riyadh-550-8,Al-Riyadh-870-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(551),46.664 24.677 Degrees,3.3,2,8,46.662 24.679 Degrees,46.666 24.676 Degrees,Al-Riyadh-549-8,Al-Riyadh-868-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(571),46.693 24.664 Degrees,3.7,2,8,46.691 24.666 Degrees,46.695 24.663 Degrees,Al-Riyadh-569-8,Al-Riyadh-2053-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(573),46.707 24.671 Degrees,3.0,2,8,46.706 24.672 Degrees,46.709 24.669 Degrees,Al-Riyadh-571-8,Al-Riyadh-2073-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(595),46.693 24.681 Degrees,2.7,2,8,46.691 24.682 Degrees,46.695 24.679 Degrees,Al-Riyadh-593-8,Al-Riyadh-2204-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(585),46.704 24.684 Degrees,2.8,2,8,46.702 24.685 Degrees,46.706 24.682 Degrees,Al-Riyadh-583-8,Al-Riyadh-2131-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(594),46.704 24.664 Degrees,2.4,2,8,46.702 24.666 Degrees,46.706 24.663 Degrees,Al-Riyadh-592-8,Al-Riyadh-2198-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(593),46.682 24.684 Degrees,3.2,2,8,46.680 24.685 Degrees,46.684 24.682 Degrees,Al-Riyadh-591-8,Al-Riyadh-2193-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(592),46.693 24.684 Degrees,2.8,2,8,46.691 24.685 Degrees,46.695 24.682 Degrees,Al-Riyadh-590-8,Al-Riyadh-2189-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(591),46.711 24.668 Degrees,3.0,2,8,46.709 24.669 Degrees,46.713 24.666 Degrees,Al-Riyadh-589-8,Al-Riyadh-2184-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(590),46.689 24.684 Degrees,2.7,2,8,46.688 24.685 Degrees,46.691 24.682 Degrees,Al-Riyadh-588-8,Al-Riyadh-2181-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(589),46.697 24.664 Degrees,3.5,2,8,46.695 24.666 Degrees,46.698 24.663 Degrees,Al-Riyadh-587-8,Al-Riyadh-2174-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(588),46.697 24.684 Degrees,2.8,2,8,46.695 24.685 Degrees,46.698 24.682 Degrees,Al-Riyadh-586-8,Al-Riyadh-2161-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(587),46.697 24.681 Degrees,2.8,2,8,46.695 24.682 Degrees,46.698 24.679 Degrees,Al-Riyadh-585-8,Al-Riyadh-2149-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(586),46.704 24.677 Degrees,3.8,4,8,46.702 24.679 Degrees,46.706 24.676 Degrees,Al-Riyadh-584-8,Al-Riyadh-2142-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(584),46.686 24.684 Degrees,3.2,2,8,46.684 24.685 Degrees,46.688 24.682 Degrees,Al-Riyadh-582-8,Al-Riyadh-2127-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(574),46.715 24.671 Degrees,3.5,2,8,46.713 24.672 Degrees,46.716 24.669 Degrees,Al-Riyadh-572-8,Al-Riyadh-2081-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(583),46.704 24.671 Degrees,2.6,2,8,46.702 24.672 Degrees,46.706 24.669 Degrees,Al-Riyadh-581-8,Al-Riyadh-2126-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(582),46.675 24.674 Degrees,2.1,1,8,46.673 24.676 Degrees,46.677 24.672 Degrees,Al-Riyadh-580-8,Al-Riyadh-2119-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(581),46.711 24.664 Degrees,2.9,2,8,46.709 24.666 Degrees,46.713 24.663 Degrees,Al-Riyadh-579-8,Al-Riyadh-2118-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(580),46.689 24.681 Degrees,2.6,2,8,46.688 24.682 Degrees,46.691 24.679 Degrees,Al-Riyadh-578-8,Al-Riyadh-2113-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(579),46.689 24.674 Degrees,2.4,2,8,46.688 24.676 Degrees,46.691 24.672 Degrees,Al-Riyadh-577-8,Al-Riyadh-2112-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(578),46.715 24.684 Degrees,3.3,3,8,46.713 24.685 Degrees,46.716 24.682 Degrees,Al-Riyadh-576-8,Al-Riyadh-2106-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(577),46.697 24.668 Degrees,1.9,1,8,46.695 24.669 Degrees,46.698 24.666 Degrees,Al-Riyadh-575-8,Al-Riyadh-2105-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(576),46.686 24.671 Degrees,2.7,2,8,46.684 24.672 Degrees,46.688 24.669 Degrees,Al-Riyadh-574-8,Al-Riyadh-2095-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(575),46.715 24.664 Degrees,2.9,2,8,46.713 24.666 Degrees,46.716 24.663 Degrees,Al-Riyadh-573-8,Al-Riyadh-2082-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(644),46.783 24.720 Degrees,4.2,4,8,46.781 24.721 Degrees,46.785 24.718 Degrees,Al-Riyadh-642-8,Al-Riyadh-1382-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(646),46.783 24.690 Degrees,3.6,3,8,46.781 24.692 Degrees,46.785 24.689 Degrees,Al-Riyadh-644-8,Al-Riyadh-1386-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(741),46.797 24.717 Degrees,2.8,2,8,46.795 24.718 Degrees,46.799 24.715 Degrees,Al-Riyadh-739-8,Al-Riyadh-1787-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(647),46.786 24.694 Degrees,3.5,3,8,46.785 24.695 Degrees,46.788 24.692 Degrees,Al-Riyadh-645-8,Al-Riyadh-1390-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(716),46.790 24.687 Degrees,3.7,3,8,46.788 24.689 Degrees,46.792 24.686 Degrees,Al-Riyadh-714-8,Al-Riyadh-1672-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(715),46.790 24.697 Degrees,3.8,3,8,46.788 24.699 Degrees,46.792 24.695 Degrees,Al-Riyadh-713-8,Al-Riyadh-1670-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(714),46.786 24.710 Degrees,3.1,2,8,46.785 24.712 Degrees,46.788 24.708 Degrees,Al-Riyadh-712-8,Al-Riyadh-1669-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(713),46.783 24.707 Degrees,3.1,2,8,46.781 24.708 Degrees,46.785 24.705 Degrees,Al-Riyadh-711-8,Al-Riyadh-1668-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(712),46.772 24.723 Degrees,3.3,2,8,46.770 24.725 Degrees,46.774 24.721 Degrees,Al-Riyadh-710-8,Al-Riyadh-1663-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(711),46.794 24.694 Degrees,3.6,3,8,46.792 24.695 Degrees,46.795 24.692 Degrees,Al-Riyadh-709-8,Al-Riyadh-1662-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(710),46.779 24.710 Degrees,3.6,3,8,46.777 24.712 Degrees,46.781 24.708 Degrees,Al-Riyadh-708-8,Al-Riyadh-1657-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(709),46.779 24.690 Degrees,4.1,3,8,46.777 24.692 Degrees,46.781 24.689 Degrees,Al-Riyadh-707-8,Al-Riyadh-1655-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(708),46.776 24.710 Degrees,3.2,2,8,46.774 24.712 Degrees,46.777 24.708 Degrees,Al-Riyadh-706-8,Al-Riyadh-1654-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(707),46.790 24.710 Degrees,2.7,2,8,46.788 24.712 Degrees,46.792 24.708 Degrees,Al-Riyadh-705-8,Al-Riyadh-1653-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(706),46.790 24.723 Degrees,3.7,3,8,46.788 24.725 Degrees,46.792 24.721 Degrees,Al-Riyadh-704-8,Al-Riyadh-1652-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(705),46.797 24.707 Degrees,4.6,4,8,46.795 24.708 Degrees,46.799 24.705 Degrees,Al-Riyadh-703-8,Al-Riyadh-1638-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(704),46.761 24.697 Degrees,2.7,2,8,46.759 24.699 Degrees,46.763 24.695 Degrees,Al-Riyadh-702-8,Al-Riyadh-1629-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(703),46.765 24.697 Degrees,3.1,2,8,46.763 24.699 Degrees,46.767 24.695 Degrees,Al-Riyadh-701-8,Al-Riyadh-1628-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(702),46.797 24.687 Degrees,3.9,3,8,46.795 24.689 Degrees,46.799 24.686 Degrees,Al-Riyadh-700-8,Al-Riyadh-1625-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(701),46.794 24.687 Degrees,4.0,3,8,46.792 24.689 Degrees,46.795 24.686 Degrees,Al-Riyadh-699-8,Al-Riyadh-1623-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(700),46.776 24.723 Degrees,2.0,2,8,46.774 24.725 Degrees,46.777 24.721 Degrees,Al-Riyadh-698-8,Al-Riyadh-1621-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(699),46.786 24.697 Degrees,4.2,4,8,46.785 24.699 Degrees,46.788 24.695 Degrees,Al-Riyadh-697-8,Al-Riyadh-1616-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(698),46.786 24.717 Degrees,3.4,2,8,46.785 24.718 Degrees,46.788 24.715 Degrees,Al-Riyadh-696-8,Al-Riyadh-1612-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(697),46.794 24.697 Degrees,3.4,2,8,46.792 24.699 Degrees,46.795 24.695 Degrees,Al-Riyadh-695-8,Al-Riyadh-1599-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(696),46.797 24.723 Degrees,3.6,3,8,46.795 24.725 Degrees,46.799 24.721 Degrees,Al-Riyadh-694-8,Al-Riyadh-1598-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(717),46.797 24.690 Degrees,3.6,3,8,46.795 24.692 Degrees,46.799 24.689 Degrees,Al-Riyadh-715-8,Al-Riyadh-1685-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(718),46.783 24.687 Degrees,5.3,6,8,46.781 24.689 Degrees,46.785 24.686 Degrees,Al-Riyadh-716-8,Al-Riyadh-1702-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(719),46.776 24.700 Degrees,3.7,2,8,46.774 24.702 Degrees,46.777 24.699 Degrees,Al-Riyadh-717-8,Al-Riyadh-1708-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(731),46.794 24.690 Degrees,3.9,4,8,46.792 24.692 Degrees,46.795 24.689 Degrees,Al-Riyadh-729-8,Al-Riyadh-1755-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(740),46.772 24.720 Degrees,2.7,2,8,46.770 24.721 Degrees,46.774 24.718 Degrees,Al-Riyadh-738-8,Al-Riyadh-1785-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(739),46.794 24.717 Degrees,2.8,2,8,46.792 24.718 Degrees,46.795 24.715 Degrees,Al-Riyadh-737-8,Al-Riyadh-1783-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(738),46.772 24.697 Degrees,2.6,2,8,46.770 24.699 Degrees,46.774 24.695 Degrees,Al-Riyadh-736-8,Al-Riyadh-1779-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(737),46.768 24.700 Degrees,3.7,3,8,46.767 24.702 Degrees,46.770 24.699 Degrees,Al-Riyadh-735-8,Al-Riyadh-1774-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(736),46.776 24.694 Degrees,2.1,1,8,46.774 24.695 Degrees,46.777 24.692 Degrees,Al-Riyadh-734-8,Al-Riyadh-1772-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(735),46.761 24.694 Degrees,3.2,2,8,46.759 24.695 Degrees,46.763 24.692 Degrees,Al-Riyadh-733-8,Al-Riyadh-1771-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(734),46.761 24.713 Degrees,2.6,1,8,46.759 24.715 Degrees,46.763 24.712 Degrees,Al-Riyadh-732-8,Al-Riyadh-1770-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(733),46.768 24.713 Degrees,3.4,2,8,46.767 24.715 Degrees,46.770 24.712 Degrees,Al-Riyadh-731-8,Al-Riyadh-1768-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(732),46.772 24.713 Degrees,4.0,3,8,46.770 24.715 Degrees,46.774 24.712 Degrees,Al-Riyadh-730-8,Al-Riyadh-1761-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(730),46.790 24.707 Degrees,2.0,1,8,46.788 24.708 Degrees,46.792 24.705 Degrees,Al-Riyadh-728-8,Al-Riyadh-1749-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(720),46.761 24.717 Degrees,3.4,2,8,46.759 24.718 Degrees,46.763 24.715 Degrees,Al-Riyadh-718-8,Al-Riyadh-1710-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(729),46.765 24.717 Degrees,2.1,2,8,46.763 24.718 Degrees,46.767 24.715 Degrees,Al-Riyadh-727-8,Al-Riyadh-1748-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(728),46.776 24.720 Degrees,2.9,2,8,46.774 24.721 Degrees,46.777 24.718 Degrees,Al-Riyadh-726-8,Al-Riyadh-1741-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(727),46.768 24.703 Degrees,3.3,2,8,46.767 24.705 Degrees,46.770 24.702 Degrees,Al-Riyadh-725-8,Al-Riyadh-1740-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(726),46.790 24.690 Degrees,4.2,4,8,46.788 24.692 Degrees,46.792 24.689 Degrees,Al-Riyadh-724-8,Al-Riyadh-1738-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(725),46.786 24.707 Degrees,2.8,2,8,46.785 24.708 Degrees,46.788 24.705 Degrees,Al-Riyadh-723-8,Al-Riyadh-1737-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(724),46.768 24.697 Degrees,3.1,2,8,46.767 24.699 Degrees,46.770 24.695 Degrees,Al-Riyadh-722-8,Al-Riyadh-1735-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(723),46.772 24.710 Degrees,3.4,2,8,46.770 24.712 Degrees,46.774 24.708 Degrees,Al-Riyadh-721-8,Al-Riyadh-1733-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(722),46.783 24.697 Degrees,3.1,2,8,46.781 24.699 Degrees,46.785 24.695 Degrees,Al-Riyadh-720-8,Al-Riyadh-1713-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(721),46.783 24.713 Degrees,3.1,2,8,46.781 24.715 Degrees,46.785 24.712 Degrees,Al-Riyadh-719-8,Al-Riyadh-1711-7
Al-Riyadh,#1851fd1be6e-layer-2_layer > g:nth-child(1) > path:nth-child(695),46.794 24.723 Degrees,3.2,2,8,46.792 24.725 Degrees,46.795 24.721 Degrees,Al-Riyadh-693-8,Al-Riyadh-1592-7
