Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(154),39.167 21.824 Degrees,4.4,5,6,39.163 21.827 Degrees,39.171 21.820 Degrees,154
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(155),39.196 21.884 Degrees,4.3,4,6,39.192 21.887 Degrees,39.199 21.881 Degrees,155
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(156),39.174 21.797 Degrees,4.8,4,6,39.171 21.800 Degrees,39.178 21.794 Degrees,156
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(157),39.138 21.790 Degrees,4.7,5,6,39.134 21.794 Degrees,39.142 21.787 Degrees,157
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(158),39.174 21.777 Degrees,3.9,4,6,39.171 21.780 Degrees,39.178 21.773 Degrees,158
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(159),39.188 21.870 Degrees,4.0,4,6,39.185 21.874 Degrees,39.192 21.867 Degrees,159
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(160),39.131 21.890 Degrees,3.2,2,6,39.127 21.894 Degrees,39.134 21.887 Degrees,160
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(161),39.181 21.851 Degrees,4.2,4,6,39.178 21.854 Degrees,39.185 21.847 Degrees,161
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(162),39.046 21.790 Degrees,4.7,6,6,39.043 21.794 Degrees,39.048 21.787 Degrees,162
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(163),39.174 21.804 Degrees,4.3,4,6,39.171 21.807 Degrees,39.178 21.800 Degrees,163
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(164),39.066 21.804 Degrees,4.2,4,6,39.063 21.807 Degrees,39.070 21.800 Degrees,164
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(165),39.174 21.864 Degrees,5.0,5,6,39.171 21.867 Degrees,39.178 21.860 Degrees,165
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(166),39.181 21.890 Degrees,5.2,5,6,39.178 21.894 Degrees,39.185 21.887 Degrees,166
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(167),39.131 21.924 Degrees,4.2,4,6,39.127 21.927 Degrees,39.134 21.921 Degrees,167
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(168),39.088 21.797 Degrees,4.5,5,6,39.084 21.800 Degrees,39.092 21.794 Degrees,168
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(169),39.196 21.864 Degrees,4.4,4,6,39.192 21.867 Degrees,39.199 21.860 Degrees,169
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(170),39.196 21.777 Degrees,4.4,4,6,39.192 21.780 Degrees,39.199 21.773 Degrees,170
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(171),39.181 21.831 Degrees,3.6,3,6,39.178 21.834 Degrees,39.185 21.827 Degrees,171
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(172),39.131 21.917 Degrees,3.2,3,6,39.127 21.920 Degrees,39.134 21.914 Degrees,172
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(173),39.181 21.877 Degrees,4.4,4,6,39.178 21.880 Degrees,39.185 21.874 Degrees,173
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(174),39.196 21.817 Degrees,4.6,4,6,39.192 21.820 Degrees,39.199 21.814 Degrees,174
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(175),39.052 21.890 Degrees,7.1,6,6,39.048 21.894 Degrees,39.055 21.887 Degrees,175
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(176),39.045 21.817 Degrees,4.0,3,6,39.041 21.820 Degrees,39.048 21.814 Degrees,176
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(177),39.059 21.784 Degrees,4.7,5,6,39.056 21.787 Degrees,39.063 21.780 Degrees,177
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(178),39.181 21.790 Degrees,3.9,3,6,39.178 21.794 Degrees,39.185 21.787 Degrees,178
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(179),39.138 21.824 Degrees,3.9,4,6,39.134 21.827 Degrees,39.142 21.820 Degrees,179
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(180),39.037 21.804 Degrees,4.2,3,6,39.034 21.807 Degrees,39.041 21.800 Degrees,180
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(181),39.095 21.810 Degrees,4.5,4,6,39.092 21.814 Degrees,39.099 21.807 Degrees,181
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(182),39.181 21.824 Degrees,3.7,4,6,39.178 21.827 Degrees,39.185 21.820 Degrees,182
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(183),39.181 21.837 Degrees,4.1,4,6,39.178 21.841 Degrees,39.185 21.834 Degrees,183
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(184),39.088 21.824 Degrees,3.9,2,6,39.084 21.827 Degrees,39.092 21.820 Degrees,184
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(185),39.095 21.844 Degrees,3.6,4,6,39.092 21.847 Degrees,39.099 21.841 Degrees,185
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(186),39.188 21.837 Degrees,4.0,4,6,39.185 21.841 Degrees,39.192 21.834 Degrees,186
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(187),39.145 21.804 Degrees,3.6,3,6,39.142 21.807 Degrees,39.149 21.800 Degrees,187
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(188),39.066 21.857 Degrees,4.3,4,6,39.063 21.860 Degrees,39.070 21.854 Degrees,188
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(189),39.117 21.937 Degrees,3.2,2,6,39.113 21.940 Degrees,39.120 21.934 Degrees,189
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(190),39.188 21.864 Degrees,4.6,5,6,39.185 21.867 Degrees,39.192 21.860 Degrees,190
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(191),39.131 21.790 Degrees,3.2,2,6,39.127 21.794 Degrees,39.134 21.787 Degrees,191
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(192),39.131 21.824 Degrees,3.9,3,6,39.127 21.827 Degrees,39.134 21.820 Degrees,192
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(193),39.102 21.777 Degrees,2.9,2,6,39.099 21.780 Degrees,39.106 21.773 Degrees,193
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(194),39.167 21.784 Degrees,2.8,2,6,39.163 21.787 Degrees,39.171 21.780 Degrees,194
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(195),39.174 21.790 Degrees,4.4,5,6,39.171 21.794 Degrees,39.178 21.787 Degrees,195
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(196),39.045 21.810 Degrees,3.2,2,6,39.041 21.814 Degrees,39.048 21.807 Degrees,196
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(197),39.066 21.790 Degrees,4.3,4,6,39.063 21.794 Degrees,39.070 21.787 Degrees,197
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(198),39.088 21.870 Degrees,1.8,1,6,39.084 21.874 Degrees,39.092 21.867 Degrees,198
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(199),39.124 21.804 Degrees,4.1,4,6,39.120 21.807 Degrees,39.127 21.800 Degrees,199
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(200),39.124 21.784 Degrees,3.5,4,6,39.120 21.787 Degrees,39.127 21.780 Degrees,200
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(201),39.088 21.810 Degrees,4.3,4,6,39.084 21.814 Degrees,39.092 21.807 Degrees,201
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(202),39.081 21.777 Degrees,3.8,3,6,39.077 21.780 Degrees,39.084 21.773 Degrees,202
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(203),39.124 21.937 Degrees,3.5,3,6,39.120 21.940 Degrees,39.127 21.934 Degrees,203
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(204),39.138 21.804 Degrees,4.2,4,6,39.134 21.807 Degrees,39.142 21.800 Degrees,204
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(205),39.188 21.777 Degrees,4.5,4,6,39.185 21.780 Degrees,39.192 21.773 Degrees,205
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(206),39.138 21.810 Degrees,3.8,3,6,39.134 21.814 Degrees,39.142 21.807 Degrees,206
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(207),39.196 21.870 Degrees,4.5,5,6,39.192 21.874 Degrees,39.199 21.867 Degrees,207
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(208),39.073 21.864 Degrees,4.6,4,6,39.070 21.867 Degrees,39.077 21.860 Degrees,208
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(209),39.152 21.797 Degrees,4.6,4,6,39.149 21.800 Degrees,39.156 21.794 Degrees,209
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(210),39.131 21.797 Degrees,3.6,3,6,39.127 21.800 Degrees,39.134 21.794 Degrees,210
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(211),39.138 21.797 Degrees,3.5,3,6,39.134 21.800 Degrees,39.142 21.794 Degrees,211
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(212),39.196 21.837 Degrees,4.3,4,6,39.192 21.841 Degrees,39.199 21.834 Degrees,212
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(213),39.196 21.844 Degrees,4.5,5,6,39.192 21.847 Degrees,39.199 21.841 Degrees,213
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(214),39.174 21.810 Degrees,4.2,4,6,39.171 21.814 Degrees,39.178 21.807 Degrees,214
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(215),39.088 21.784 Degrees,3.8,4,6,39.084 21.787 Degrees,39.092 21.780 Degrees,215
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(216),39.095 21.790 Degrees,4.1,4,6,39.092 21.794 Degrees,39.099 21.787 Degrees,216
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(217),39.174 21.824 Degrees,3.8,4,6,39.171 21.827 Degrees,39.178 21.820 Degrees,217
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(218),39.066 21.797 Degrees,4.4,5,6,39.063 21.800 Degrees,39.070 21.794 Degrees,218
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(219),39.131 21.897 Degrees,4.3,4,6,39.127 21.900 Degrees,39.134 21.894 Degrees,219
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(220),39.188 21.824 Degrees,3.7,3,6,39.185 21.827 Degrees,39.192 21.820 Degrees,220
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(221),39.102 21.917 Degrees,2.6,2,6,39.099 21.920 Degrees,39.106 21.914 Degrees,221
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(222),39.117 21.911 Degrees,3.4,2,6,39.113 21.914 Degrees,39.120 21.907 Degrees,222
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(223),39.073 21.804 Degrees,4.5,4,6,39.070 21.807 Degrees,39.077 21.800 Degrees,223
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(224),39.196 21.877 Degrees,4.8,5,6,39.192 21.880 Degrees,39.199 21.874 Degrees,224
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(225),39.117 21.784 Degrees,3.9,4,6,39.113 21.787 Degrees,39.120 21.780 Degrees,225
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(226),39.124 21.810 Degrees,2.2,1,6,39.120 21.814 Degrees,39.127 21.807 Degrees,226
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(227),39.174 21.817 Degrees,2.9,3,6,39.171 21.820 Degrees,39.178 21.814 Degrees,227
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(228),39.117 21.804 Degrees,4.2,4,6,39.113 21.807 Degrees,39.120 21.800 Degrees,228
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(229),39.037 21.817 Degrees,3.4,2,6,39.034 21.820 Degrees,39.041 21.814 Degrees,229
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(230),39.102 21.804 Degrees,4.2,4,6,39.099 21.807 Degrees,39.106 21.800 Degrees,230
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(231),39.030 21.824 Degrees,4.4,4,6,39.027 21.827 Degrees,39.034 21.820 Degrees,231
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(232),39.131 21.810 Degrees,4.5,4,6,39.127 21.814 Degrees,39.134 21.807 Degrees,232
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(233),39.124 21.897 Degrees,2.6,1,6,39.120 21.900 Degrees,39.127 21.894 Degrees,233
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(234),39.059 21.857 Degrees,4.9,5,6,39.056 21.860 Degrees,39.063 21.854 Degrees,234
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(235),39.109 21.937 Degrees,4.1,4,6,39.106 21.940 Degrees,39.113 21.934 Degrees,235
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(236),39.095 21.784 Degrees,3.9,4,6,39.092 21.787 Degrees,39.099 21.780 Degrees,236
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(237),39.081 21.790 Degrees,4.4,4,6,39.077 21.794 Degrees,39.084 21.787 Degrees,237
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(238),39.181 21.884 Degrees,4.6,5,6,39.178 21.887 Degrees,39.185 21.881 Degrees,238
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(239),39.117 21.924 Degrees,2.9,2,6,39.113 21.927 Degrees,39.120 21.921 Degrees,239
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(240),39.167 21.777 Degrees,4.1,4,6,39.163 21.780 Degrees,39.171 21.773 Degrees,240
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(241),39.081 21.797 Degrees,4.4,4,6,39.077 21.800 Degrees,39.084 21.794 Degrees,241
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(242),39.174 21.877 Degrees,4.8,5,6,39.171 21.880 Degrees,39.178 21.874 Degrees,242
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(243),39.246 21.864 Degrees,4.4,4,6,39.242 21.867 Degrees,39.249 21.860 Degrees,243
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(244),39.217 21.790 Degrees,4.4,4,6,39.214 21.794 Degrees,39.221 21.787 Degrees,244
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(245),39.246 21.844 Degrees,3.7,4,6,39.242 21.847 Degrees,39.249 21.841 Degrees,245
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(246),39.246 21.857 Degrees,4.0,3,6,39.242 21.860 Degrees,39.249 21.854 Degrees,246
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(247),39.217 21.831 Degrees,4.2,4,6,39.214 21.834 Degrees,39.221 21.827 Degrees,247
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(248),39.203 21.837 Degrees,4.0,4,6,39.199 21.841 Degrees,39.207 21.834 Degrees,248
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(249),39.203 21.790 Degrees,4.0,4,6,39.199 21.794 Degrees,39.207 21.787 Degrees,249
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(250),39.253 21.857 Degrees,10.3,10,6,39.249 21.860 Degrees,39.257 21.854 Degrees,250
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(251),39.238 21.851 Degrees,4.1,3,6,39.235 21.854 Degrees,39.242 21.847 Degrees,251
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(252),39.203 21.857 Degrees,4.6,5,6,39.199 21.860 Degrees,39.207 21.854 Degrees,252
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(253),39.210 21.864 Degrees,4.5,5,6,39.207 21.867 Degrees,39.214 21.860 Degrees,253
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(254),39.325 21.804 Degrees,1.7,1,6,39.322 21.807 Degrees,39.329 21.800 Degrees,254
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(255),39.282 21.784 Degrees,4.7,6,6,39.278 21.787 Degrees,39.285 21.780 Degrees,255
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(256),39.203 21.784 Degrees,4.0,4,6,39.199 21.787 Degrees,39.207 21.780 Degrees,256
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(257),39.217 21.817 Degrees,4.6,4,6,39.214 21.820 Degrees,39.221 21.814 Degrees,257
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(258),39.282 21.937 Degrees,3.3,2,6,39.278 21.940 Degrees,39.285 21.934 Degrees,258
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(259),39.267 21.904 Degrees,3.6,2,6,39.264 21.907 Degrees,39.271 21.901 Degrees,259
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(260),39.260 21.890 Degrees,6.8,6,6,39.257 21.894 Degrees,39.264 21.887 Degrees,260
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(261),39.217 21.857 Degrees,4.4,4,6,39.214 21.860 Degrees,39.221 21.854 Degrees,261
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(262),39.224 21.837 Degrees,3.8,4,6,39.221 21.841 Degrees,39.228 21.834 Degrees,262
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(263),39.232 21.857 Degrees,3.7,3,6,39.228 21.860 Degrees,39.235 21.854 Degrees,263
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(264),39.210 21.790 Degrees,4.6,5,6,39.207 21.794 Degrees,39.214 21.787 Degrees,264
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(265),39.232 21.790 Degrees,2.6,2,6,39.228 21.794 Degrees,39.235 21.787 Degrees,265
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(266),39.203 21.777 Degrees,4.5,4,6,39.199 21.780 Degrees,39.207 21.773 Degrees,266
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(267),39.260 21.851 Degrees,1.5,1,6,39.257 21.854 Degrees,39.264 21.847 Degrees,267
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(268),39.346 21.931 Degrees,4.4,4,6,39.343 21.934 Degrees,39.350 21.927 Degrees,268
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(269),39.275 21.937 Degrees,3.0,1,6,39.271 21.940 Degrees,39.278 21.934 Degrees,269
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(270),39.361 21.911 Degrees,3.3,3,6,39.357 21.914 Degrees,39.364 21.907 Degrees,270
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(271),39.224 21.831 Degrees,4.1,4,6,39.221 21.834 Degrees,39.228 21.827 Degrees,271
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(272),39.253 21.870 Degrees,10.0,10,6,39.249 21.874 Degrees,39.257 21.867 Degrees,272
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(273),39.224 21.784 Degrees,3.1,2,6,39.221 21.787 Degrees,39.228 21.780 Degrees,273
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(274),39.224 21.857 Degrees,5.1,4,6,39.221 21.860 Degrees,39.228 21.854 Degrees,274
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(275),39.354 21.924 Degrees,3.3,3,6,39.350 21.927 Degrees,39.357 21.921 Degrees,275
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(276),39.232 21.804 Degrees,3.7,2,6,39.228 21.807 Degrees,39.235 21.800 Degrees,276
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(277),39.238 21.870 Degrees,3.8,3,6,39.235 21.874 Degrees,39.242 21.867 Degrees,277
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(278),39.238 21.831 Degrees,4.5,5,6,39.235 21.834 Degrees,39.242 21.827 Degrees,278
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(279),39.224 21.824 Degrees,4.3,4,6,39.221 21.827 Degrees,39.228 21.820 Degrees,279
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(280),39.210 21.797 Degrees,4.1,5,6,39.207 21.800 Degrees,39.214 21.794 Degrees,280
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(281),39.210 21.784 Degrees,4.4,4,6,39.207 21.787 Degrees,39.214 21.780 Degrees,281
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(282),39.354 21.931 Degrees,2.7,2,6,39.350 21.934 Degrees,39.357 21.927 Degrees,282
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(283),39.238 21.777 Degrees,4.4,5,6,39.235 21.780 Degrees,39.242 21.773 Degrees,283
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(284),39.282 21.924 Degrees,3.5,2,6,39.278 21.927 Degrees,39.285 21.921 Degrees,284
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(285),39.246 21.837 Degrees,3.8,4,6,39.242 21.841 Degrees,39.249 21.834 Degrees,285
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(286),39.210 21.857 Degrees,4.7,5,6,39.207 21.860 Degrees,39.214 21.854 Degrees,286
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(287),39.238 21.844 Degrees,4.3,4,6,39.235 21.847 Degrees,39.242 21.841 Degrees,287
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(288),39.238 21.804 Degrees,3.9,2,6,39.235 21.807 Degrees,39.242 21.800 Degrees,288
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(289),39.232 21.797 Degrees,3.0,1,6,39.228 21.800 Degrees,39.235 21.794 Degrees,289
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(290),39.246 21.851 Degrees,4.9,4,6,39.242 21.854 Degrees,39.249 21.847 Degrees,290
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(291),39.238 21.790 Degrees,2.8,2,6,39.235 21.794 Degrees,39.242 21.787 Degrees,291
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(292),39.224 21.804 Degrees,3.2,3,6,39.221 21.807 Degrees,39.228 21.800 Degrees,292
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(293),39.346 21.904 Degrees,1.6,1,6,39.343 21.907 Degrees,39.350 21.901 Degrees,293
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(294),39.246 21.877 Degrees,6.9,6,6,39.242 21.880 Degrees,39.249 21.874 Degrees,294
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(295),39.361 21.931 Degrees,4.1,4,6,39.357 21.934 Degrees,39.364 21.927 Degrees,295
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(296),39.203 21.831 Degrees,4.4,4,6,39.199 21.834 Degrees,39.207 21.827 Degrees,296
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(297),39.217 21.824 Degrees,4.5,4,6,39.214 21.827 Degrees,39.221 21.820 Degrees,297
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(298),39.238 21.877 Degrees,3.3,3,6,39.235 21.880 Degrees,39.242 21.874 Degrees,298
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(299),39.289 21.937 Degrees,3.6,3,6,39.286 21.940 Degrees,39.293 21.934 Degrees,299
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(300),39.238 21.857 Degrees,5.0,5,6,39.235 21.860 Degrees,39.242 21.854 Degrees,300
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(301),39.217 21.864 Degrees,3.7,4,6,39.214 21.867 Degrees,39.221 21.860 Degrees,301
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(302),39.217 21.804 Degrees,3.9,4,6,39.214 21.807 Degrees,39.221 21.800 Degrees,302
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(303),39.210 21.824 Degrees,4.1,4,6,39.207 21.827 Degrees,39.214 21.820 Degrees,303
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(304),39.224 21.817 Degrees,4.5,5,6,39.221 21.820 Degrees,39.228 21.814 Degrees,304
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(305),39.224 21.864 Degrees,4.0,4,6,39.221 21.867 Degrees,39.228 21.860 Degrees,305
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(306),39.224 21.777 Degrees,4.0,4,6,39.221 21.780 Degrees,39.228 21.773 Degrees,306
