Location,Selector,Degree,Household Average Size,Household Median Size,Zoom Level,Top Left Degree,Bottom Right Degree,id
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(613),39.124 21.637 Degrees,4.3,4,6,39.120 21.640 Degrees,39.127 21.634 Degrees,613
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(614),39.138 21.737 Degrees,4.5,4,6,39.134 21.740 Degrees,39.142 21.734 Degrees,614
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(615),39.152 21.770 Degrees,4.2,4,6,39.149 21.773 Degrees,39.156 21.767 Degrees,615
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(616),39.073 21.770 Degrees,4.0,4,6,39.070 21.773 Degrees,39.077 21.767 Degrees,616
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(617),39.081 21.730 Degrees,3.8,2,6,39.077 21.734 Degrees,39.084 21.727 Degrees,617
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(618),39.267 21.657 Degrees,4.4,3,6,39.264 21.660 Degrees,39.271 21.654 Degrees,618
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(619),39.232 21.637 Degrees,3.4,2,6,39.228 21.640 Degrees,39.235 21.634 Degrees,619
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(620),39.253 21.663 Degrees,4.3,4,6,39.249 21.667 Degrees,39.257 21.660 Degrees,620
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(621),39.232 21.684 Degrees,2.4,1,6,39.228 21.687 Degrees,39.235 21.680 Degrees,621
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(622),39.203 21.624 Degrees,3.6,3,6,39.199 21.627 Degrees,39.207 21.620 Degrees,622
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(623),39.246 21.657 Degrees,4.7,5,6,39.242 21.660 Degrees,39.249 21.654 Degrees,623
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(624),39.217 21.710 Degrees,3.4,3,6,39.214 21.714 Degrees,39.221 21.707 Degrees,624
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(625),39.210 21.751 Degrees,2.8,2,6,39.207 21.754 Degrees,39.214 21.747 Degrees,625
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(626),39.232 21.770 Degrees,4.7,4,6,39.228 21.773 Degrees,39.235 21.767 Degrees,626
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(627),39.210 21.684 Degrees,3.1,2,6,39.207 21.687 Degrees,39.214 21.680 Degrees,627
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(628),39.260 21.650 Degrees,3.8,3,6,39.257 21.654 Degrees,39.264 21.647 Degrees,628
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(629),39.217 21.670 Degrees,3.1,2,6,39.214 21.673 Degrees,39.221 21.667 Degrees,629
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(630),39.238 21.757 Degrees,5.1,5,6,39.235 21.760 Degrees,39.242 21.754 Degrees,630
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(631),39.238 21.704 Degrees,1.1,1,6,39.235 21.707 Degrees,39.242 21.700 Degrees,631
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(632),39.246 21.617 Degrees,2.4,1,6,39.242 21.620 Degrees,39.249 21.614 Degrees,632
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(633),39.210 21.677 Degrees,3.2,2,6,39.207 21.680 Degrees,39.214 21.673 Degrees,633
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(634),39.217 21.684 Degrees,3.3,3,6,39.214 21.687 Degrees,39.221 21.680 Degrees,634
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(635),39.232 21.764 Degrees,4.6,5,6,39.228 21.767 Degrees,39.235 21.760 Degrees,635
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(636),39.224 21.644 Degrees,3.3,2,6,39.221 21.647 Degrees,39.228 21.640 Degrees,636
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(637),39.238 21.770 Degrees,4.6,5,6,39.235 21.773 Degrees,39.242 21.767 Degrees,637
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(638),39.210 21.624 Degrees,3.7,3,6,39.207 21.627 Degrees,39.214 21.620 Degrees,638
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(639),39.246 21.670 Degrees,2.9,2,6,39.242 21.673 Degrees,39.249 21.667 Degrees,639
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(640),39.224 21.677 Degrees,5.3,6,6,39.221 21.680 Degrees,39.228 21.673 Degrees,640
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(641),39.224 21.757 Degrees,3.9,3,6,39.221 21.760 Degrees,39.228 21.754 Degrees,641
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(642),39.217 21.650 Degrees,4.0,3,6,39.214 21.654 Degrees,39.221 21.647 Degrees,642
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(643),39.217 21.644 Degrees,3.1,2,6,39.214 21.647 Degrees,39.221 21.640 Degrees,643
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(644),39.217 21.730 Degrees,1.3,1,6,39.214 21.734 Degrees,39.221 21.727 Degrees,644
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(645),39.203 21.663 Degrees,3.1,2,6,39.199 21.667 Degrees,39.207 21.660 Degrees,645
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(646),39.203 21.670 Degrees,3.1,2,6,39.199 21.673 Degrees,39.207 21.667 Degrees,646
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(647),39.210 21.744 Degrees,3.4,2,6,39.207 21.747 Degrees,39.214 21.740 Degrees,647
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(648),39.232 21.697 Degrees,1.9,1,6,39.228 21.700 Degrees,39.235 21.693 Degrees,648
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(649),39.203 21.757 Degrees,4.0,4,6,39.199 21.760 Degrees,39.207 21.754 Degrees,649
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(650),39.238 21.764 Degrees,4.5,4,6,39.235 21.767 Degrees,39.242 21.760 Degrees,650
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(651),39.210 21.770 Degrees,4.1,4,6,39.207 21.773 Degrees,39.214 21.767 Degrees,651
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(652),39.253 21.650 Degrees,4.0,3,6,39.249 21.654 Degrees,39.257 21.647 Degrees,652
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(653),39.232 21.644 Degrees,3.9,3,6,39.228 21.647 Degrees,39.235 21.640 Degrees,653
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(654),39.210 21.630 Degrees,4.0,4,6,39.207 21.633 Degrees,39.214 21.627 Degrees,654
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(655),39.203 21.764 Degrees,3.6,3,6,39.199 21.767 Degrees,39.207 21.760 Degrees,655
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(656),39.203 21.704 Degrees,3.5,3,6,39.199 21.707 Degrees,39.207 21.700 Degrees,656
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(657),39.224 21.770 Degrees,4.5,4,6,39.221 21.773 Degrees,39.228 21.767 Degrees,657
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(658),39.203 21.744 Degrees,3.7,3,6,39.199 21.747 Degrees,39.207 21.740 Degrees,658
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(659),39.217 21.704 Degrees,3.6,3,6,39.214 21.707 Degrees,39.221 21.700 Degrees,659
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(660),39.260 21.657 Degrees,3.8,3,6,39.257 21.660 Degrees,39.264 21.654 Degrees,660
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(661),39.203 21.630 Degrees,3.4,3,6,39.199 21.633 Degrees,39.207 21.627 Degrees,661
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(662),39.210 21.657 Degrees,3.5,3,6,39.207 21.660 Degrees,39.214 21.654 Degrees,662
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(663),39.267 21.663 Degrees,5.4,5,6,39.264 21.667 Degrees,39.271 21.660 Degrees,663
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(664),39.217 21.764 Degrees,4.4,4,6,39.214 21.767 Degrees,39.221 21.760 Degrees,664
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(665),39.203 21.737 Degrees,3.8,3,6,39.199 21.740 Degrees,39.207 21.734 Degrees,665
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(666),39.232 21.757 Degrees,6.3,6,6,39.228 21.760 Degrees,39.235 21.754 Degrees,666
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(667),39.210 21.663 Degrees,3.2,3,6,39.207 21.667 Degrees,39.214 21.660 Degrees,667
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(668),39.217 21.757 Degrees,4.3,4,6,39.214 21.760 Degrees,39.221 21.754 Degrees,668
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(669),39.203 21.730 Degrees,3.3,2,6,39.199 21.734 Degrees,39.207 21.727 Degrees,669
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(670),39.210 21.730 Degrees,1.9,1,6,39.207 21.734 Degrees,39.214 21.727 Degrees,670
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(671),39.275 21.663 Degrees,4.2,4,6,39.271 21.667 Degrees,39.278 21.660 Degrees,671
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(672),39.217 21.677 Degrees,3.4,3,6,39.214 21.680 Degrees,39.221 21.673 Degrees,672
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(673),39.224 21.764 Degrees,4.2,4,6,39.221 21.767 Degrees,39.228 21.760 Degrees,673
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(674),39.203 21.617 Degrees,5.5,6,6,39.199 21.620 Degrees,39.207 21.614 Degrees,674
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(675),39.203 21.717 Degrees,2.7,2,6,39.199 21.720 Degrees,39.207 21.714 Degrees,675
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(676),39.267 21.650 Degrees,3.9,2,6,39.264 21.654 Degrees,39.271 21.647 Degrees,676
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(677),39.246 21.650 Degrees,4.8,5,6,39.242 21.654 Degrees,39.249 21.647 Degrees,677
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(678),39.217 21.617 Degrees,3.7,3,6,39.214 21.620 Degrees,39.221 21.614 Degrees,678
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(679),39.203 21.710 Degrees,3.2,3,6,39.199 21.714 Degrees,39.207 21.707 Degrees,679
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(680),39.210 21.704 Degrees,3.4,3,6,39.207 21.707 Degrees,39.214 21.700 Degrees,680
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(681),39.203 21.770 Degrees,3.7,3,6,39.199 21.773 Degrees,39.207 21.767 Degrees,681
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(682),39.210 21.757 Degrees,4.0,4,6,39.207 21.760 Degrees,39.214 21.754 Degrees,682
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(683),39.210 21.690 Degrees,2.8,2,6,39.207 21.693 Degrees,39.214 21.687 Degrees,683
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(684),39.203 21.657 Degrees,3.4,2,6,39.199 21.660 Degrees,39.207 21.654 Degrees,684
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(685),39.217 21.751 Degrees,2.8,2,6,39.214 21.754 Degrees,39.221 21.747 Degrees,685
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(686),39.210 21.697 Degrees,1.4,1,6,39.207 21.700 Degrees,39.214 21.693 Degrees,686
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(687),39.232 21.650 Degrees,4.2,4,6,39.228 21.654 Degrees,39.235 21.647 Degrees,687
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(688),39.210 21.710 Degrees,3.2,2,6,39.207 21.714 Degrees,39.214 21.707 Degrees,688
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(689),39.246 21.663 Degrees,4.2,3,6,39.242 21.667 Degrees,39.249 21.660 Degrees,689
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(690),39.260 21.663 Degrees,2.8,2,6,39.257 21.667 Degrees,39.264 21.660 Degrees,690
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(691),39.203 21.751 Degrees,3.5,2,6,39.199 21.754 Degrees,39.207 21.747 Degrees,691
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(692),39.210 21.670 Degrees,3.3,3,6,39.207 21.673 Degrees,39.214 21.667 Degrees,692
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(693),39.238 21.650 Degrees,4.1,3,6,39.235 21.654 Degrees,39.242 21.647 Degrees,693
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(694),39.224 21.650 Degrees,4.0,4,6,39.221 21.654 Degrees,39.228 21.647 Degrees,694
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(695),39.311 21.630 Degrees,1.4,1,6,39.307 21.633 Degrees,39.314 21.627 Degrees,695
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(696),39.210 21.764 Degrees,4.1,4,6,39.207 21.767 Degrees,39.214 21.760 Degrees,696
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(697),39.217 21.690 Degrees,2.9,2,6,39.214 21.693 Degrees,39.221 21.687 Degrees,697
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(698),39.253 21.657 Degrees,4.1,3,6,39.249 21.660 Degrees,39.257 21.654 Degrees,698
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(699),39.217 21.717 Degrees,1.3,1,6,39.214 21.720 Degrees,39.221 21.714 Degrees,699
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(700),39.217 21.770 Degrees,4.2,4,6,39.214 21.773 Degrees,39.221 21.767 Degrees,700
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(701),39.210 21.737 Degrees,2.1,1,6,39.207 21.740 Degrees,39.214 21.734 Degrees,701
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(702),39.238 21.657 Degrees,4.5,4,6,39.235 21.660 Degrees,39.242 21.654 Degrees,702
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(703),39.224 21.637 Degrees,2.7,2,6,39.221 21.640 Degrees,39.228 21.634 Degrees,703
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(704),39.210 21.724 Degrees,2.0,1,6,39.207 21.727 Degrees,39.214 21.720 Degrees,704
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(705),39.203 21.724 Degrees,1.4,1,6,39.199 21.727 Degrees,39.207 21.720 Degrees,705
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(706),39.217 21.624 Degrees,3.3,3,6,39.214 21.627 Degrees,39.221 21.620 Degrees,706
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(707),39.289 21.644 Degrees,1.1,1,6,39.286 21.647 Degrees,39.293 21.640 Degrees,707
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(708),39.232 21.657 Degrees,4.1,4,6,39.228 21.660 Degrees,39.235 21.654 Degrees,708
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(709),39.210 21.617 Degrees,3.8,3,6,39.207 21.620 Degrees,39.214 21.614 Degrees,709
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(710),39.641 21.663 Degrees,5.1,5,6,39.638 21.667 Degrees,39.645 21.660 Degrees,710
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(711),39.699 21.644 Degrees,4.7,5,6,39.695 21.647 Degrees,39.702 21.640 Degrees,711
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(712),39.706 21.617 Degrees,4.0,4,6,39.702 21.620 Degrees,39.710 21.614 Degrees,712
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(713),39.677 21.617 Degrees,4.0,4,6,39.673 21.620 Degrees,39.681 21.614 Degrees,713
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(714),39.634 21.663 Degrees,5.2,4,6,39.631 21.667 Degrees,39.638 21.660 Degrees,714
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(715),39.691 21.630 Degrees,4.0,4,6,39.688 21.633 Degrees,39.695 21.627 Degrees,715
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(716),39.641 21.657 Degrees,4.9,5,6,39.638 21.660 Degrees,39.645 21.654 Degrees,716
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(717),39.713 21.637 Degrees,5.5,6,6,39.710 21.640 Degrees,39.717 21.634 Degrees,717
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(718),39.699 21.630 Degrees,3.6,3,6,39.695 21.633 Degrees,39.702 21.627 Degrees,718
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(719),39.691 21.617 Degrees,4.1,4,6,39.688 21.620 Degrees,39.695 21.614 Degrees,719
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(720),39.677 21.624 Degrees,3.4,3,6,39.673 21.627 Degrees,39.681 21.620 Degrees,720
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(721),39.677 21.770 Degrees,3.2,2,6,39.673 21.773 Degrees,39.681 21.767 Degrees,721
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(722),39.677 21.630 Degrees,4.6,4,6,39.673 21.633 Degrees,39.681 21.627 Degrees,722
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(723),39.684 21.617 Degrees,3.8,3,6,39.681 21.620 Degrees,39.688 21.614 Degrees,723
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(724),39.706 21.624 Degrees,4.2,4,6,39.702 21.627 Degrees,39.710 21.620 Degrees,724
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(725),39.684 21.770 Degrees,4.3,4,6,39.681 21.773 Degrees,39.688 21.767 Degrees,725
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(726),39.706 21.657 Degrees,5.4,5,6,39.702 21.660 Degrees,39.710 21.654 Degrees,726
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(727),39.663 21.630 Degrees,3.9,3,6,39.659 21.633 Degrees,39.666 21.627 Degrees,727
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(728),39.641 21.644 Degrees,3.2,2,6,39.638 21.647 Degrees,39.645 21.640 Degrees,728
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(729),39.684 21.624 Degrees,3.9,4,6,39.681 21.627 Degrees,39.688 21.620 Degrees,729
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(730),39.677 21.637 Degrees,4.7,5,6,39.673 21.640 Degrees,39.681 21.634 Degrees,730
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(731),39.699 21.624 Degrees,3.9,4,6,39.695 21.627 Degrees,39.702 21.620 Degrees,731
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(732),39.634 21.657 Degrees,5.6,5,6,39.631 21.660 Degrees,39.638 21.654 Degrees,732
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(733),39.634 21.650 Degrees,4.9,5,6,39.631 21.654 Degrees,39.638 21.647 Degrees,733
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(734),39.634 21.644 Degrees,7.9,7,6,39.631 21.647 Degrees,39.638 21.640 Degrees,734
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(735),39.706 21.644 Degrees,4.8,5,6,39.702 21.647 Degrees,39.710 21.640 Degrees,735
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(736),39.670 21.650 Degrees,5.6,5,6,39.666 21.654 Degrees,39.673 21.647 Degrees,736
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(737),39.691 21.624 Degrees,4.0,4,6,39.688 21.627 Degrees,39.695 21.620 Degrees,737
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(738),39.713 21.630 Degrees,5.3,6,6,39.710 21.633 Degrees,39.717 21.627 Degrees,738
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(739),39.663 21.644 Degrees,4.9,5,6,39.659 21.647 Degrees,39.666 21.640 Degrees,739
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(740),39.670 21.644 Degrees,5.2,5,6,39.666 21.647 Degrees,39.673 21.640 Degrees,740
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(741),39.627 21.657 Degrees,5.4,6,6,39.623 21.660 Degrees,39.631 21.654 Degrees,741
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(742),39.684 21.630 Degrees,4.6,4,6,39.681 21.633 Degrees,39.688 21.627 Degrees,742
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(743),39.656 21.644 Degrees,4.8,5,6,39.652 21.647 Degrees,39.659 21.640 Degrees,743
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(744),39.713 21.650 Degrees,5.2,5,6,39.710 21.654 Degrees,39.717 21.647 Degrees,744
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(745),39.627 21.650 Degrees,5.7,6,6,39.623 21.654 Degrees,39.631 21.647 Degrees,745
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(746),39.706 21.650 Degrees,4.4,4,6,39.702 21.654 Degrees,39.710 21.647 Degrees,746
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(747),39.691 21.644 Degrees,4.5,3,6,39.688 21.647 Degrees,39.695 21.640 Degrees,747
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(748),39.670 21.657 Degrees,3.6,2,6,39.666 21.660 Degrees,39.673 21.654 Degrees,748
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(749),39.670 21.624 Degrees,4.3,4,6,39.666 21.627 Degrees,39.673 21.620 Degrees,749
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(750),39.663 21.624 Degrees,4.3,4,6,39.659 21.627 Degrees,39.666 21.620 Degrees,750
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(751),39.670 21.630 Degrees,4.3,4,6,39.666 21.633 Degrees,39.673 21.627 Degrees,751
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(752),39.677 21.644 Degrees,5.0,5,6,39.673 21.647 Degrees,39.681 21.640 Degrees,752
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(753),39.699 21.650 Degrees,5.1,5,6,39.695 21.654 Degrees,39.702 21.647 Degrees,753
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(754),39.670 21.637 Degrees,5.3,5,6,39.666 21.640 Degrees,39.673 21.634 Degrees,754
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(755),39.634 21.637 Degrees,9.9,10,6,39.631 21.640 Degrees,39.638 21.634 Degrees,755
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(756),39.562 21.764 Degrees,2.7,1,6,39.558 21.767 Degrees,39.566 21.760 Degrees,756
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(757),39.670 21.617 Degrees,4.5,3,6,39.666 21.620 Degrees,39.673 21.614 Degrees,757
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(758),39.663 21.637 Degrees,5.0,4,6,39.659 21.640 Degrees,39.666 21.634 Degrees,758
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(759),39.641 21.650 Degrees,5.2,6,6,39.638 21.654 Degrees,39.645 21.647 Degrees,759
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(760),39.699 21.617 Degrees,3.3,2,6,39.695 21.620 Degrees,39.702 21.614 Degrees,760
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(761),39.706 21.630 Degrees,4.3,2,6,39.702 21.633 Degrees,39.710 21.627 Degrees,761
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(762),39.418 21.470 Degrees,3.8,4,6,39.415 21.473 Degrees,39.422 21.466 Degrees,762
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(763),39.375 21.470 Degrees,3.7,3,6,39.372 21.473 Degrees,39.379 21.466 Degrees,763
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(764),39.375 21.496 Degrees,4.1,4,6,39.372 21.500 Degrees,39.379 21.493 Degrees,764
Jeddah,#1851fd1d230-layer-3_layer > g:nth-child(1) > path:nth-child(765),39.375 21.510 Degrees,3.3,2,6,39.372 21.513 Degrees,39.379 21.506 Degrees,765
